date,terminal_id,terminal_name,region,inbound_train_count,inbound_car_count,cars_on_hand,yard_occupancy_pct,crew_starts_available,locomotive_availability_pct,is_weekend,month,target_dwell_hours
2024-04-19,T04,Memphis,South,17,357,931,98.0,22,87.3,0,4,27.0
2024-04-19,T05,Kansas City,Midwest,14,376,1176,98.0,21,89.5,0,4,18.0
2024-04-19,T06,Stockton,West,6,127,55,10.0,7,93.3,0,4,12.5
2024-04-19,T07,Amarillo,South,5,113,60,10.0,17,82.8,0,4,14.2
2024-04-19,T08,Havre,North,11,202,99,24.8,12,85.5,0,4,12.9
2024-04-20,T01,Barstow,West,7,172,90,10.0,9,92.3,1,4,19.9
2024-04-20,T02,Alliance,Midwest,8,170,110,10.0,17,91.3,1,4,13.6
2024-04-20,T03,Galesburg,Midwest,16,359,95,12.7,8,86.1,1,4,24.1
2024-04-20,T04,Memphis,South,14,322,931,98.0,12,91.5,1,4,29.9
2024-04-20,T05,Kansas City,Midwest,12,250,1122,93.5,19,88.7,1,4,22.9
2024-04-20,T06,Stockton,West,4,65,55,10.0,9,92.9,1,4,22.2
2024-04-20,T07,Amarillo,South,7,138,60,10.0,10,86.2,1,4,16.3
2024-04-20,T08,Havre,North,3,53,40,10.0,8,86.1,1,4,17.9
2024-04-21,T01,Barstow,West,8,173,90,10.0,12,84.6,1,4,22.5
2024-04-21,T02,Alliance,Midwest,8,197,110,10.0,17,90.9,1,4,15.4
2024-04-21,T03,Galesburg,Midwest,7,221,75,10.0,9,86.0,1,4,18.2
2024-04-21,T04,Memphis,South,12,296,931,98.0,12,92.2,1,4,22.1
2024-04-21,T05,Kansas City,Midwest,20,432,1176,98.0,18,91.6,1,4,20.3
2024-04-21,T06,Stockton,West,15,361,315,57.3,11,82.9,1,4,12.7
2024-04-21,T07,Amarillo,South,7,121,60,10.0,10,89.5,1,4,18.0
2024-04-21,T08,Havre,North,8,126,108,27.0,5,88.2,1,4,14.9
2024-04-22,T01,Barstow,West,7,187,90,10.0,17,83.8,0,4,20.4
2024-04-22,T02,Alliance,Midwest,9,208,110,10.0,27,88.8,0,4,16.8
2024-04-22,T03,Galesburg,Midwest,8,207,75,10.0,15,91.9,0,4,15.3
2024-04-22,T04,Memphis,South,8,192,898,94.5,17,90.3,0,4,27.5
2024-04-22,T05,Kansas City,Midwest,15,340,1161,96.8,27,90.2,0,4,28.3
2024-04-22,T06,Stockton,West,4,82,55,10.0,13,91.6,0,4,14.5
2024-04-22,T07,Amarillo,South,10,219,122,20.3,13,89.7,0,4,22.1
2024-04-22,T08,Havre,North,4,99,66,16.5,8,88.2,0,4,14.9
2024-04-23,T01,Barstow,West,10,207,90,10.0,14,92.6,0,4,19.2
2024-04-23,T02,Alliance,Midwest,13,257,110,10.0,25,82.2,0,4,19.8
2024-04-23,T03,Galesburg,Midwest,2,33,75,10.0,17,94.0,0,4,17.0
2024-04-23,T04,Memphis,South,13,302,931,98.0,27,90.7,0,4,26.1
2024-04-23,T05,Kansas City,Midwest,19,483,1176,98.0,19,82.6,0,4,19.3
2024-04-23,T06,Stockton,West,8,154,88,16.0,15,89.7,0,4,13.6
2024-04-23,T07,Amarillo,South,10,228,92,15.3,13,87.9,0,4,16.8
2024-04-23,T08,Havre,North,2,46,40,10.0,6,90.2,0,4,19.7
2024-04-24,T01,Barstow,West,15,324,121,13.4,20,82.0,0,4,17.6
2024-04-24,T02,Alliance,Midwest,16,436,212,19.3,20,90.5,0,4,16.9
2024-04-24,T03,Galesburg,Midwest,11,212,202,26.9,19,94.2,0,4,22.2
2024-04-24,T04,Memphis,South,10,263,931,98.0,10,96.5,0,4,26.2
2024-04-24,T05,Kansas City,Midwest,14,303,1055,87.9,25,91.9,0,4,19.7
2024-04-24,T06,Stockton,West,6,119,55,10.0,10,88.3,0,4,13.8
2024-04-24,T07,Amarillo,South,8,150,60,10.0,7,90.5,0,4,13.7
2024-04-24,T08,Havre,North,8,229,196,49.0,11,91.6,0,4,23.9
2024-04-25,T01,Barstow,West,10,282,90,10.0,17,90.2,0,4,17.7
2024-04-25,T02,Alliance,Midwest,15,392,110,10.0,29,82.2,0,4,18.5
2024-04-25,T03,Galesburg,Midwest,10,243,218,29.1,11,95.9,0,4,19.5
2024-04-25,T04,Memphis,South,15,376,931,98.0,18,81.6,0,4,22.4
2024-04-25,T05,Kansas City,Midwest,15,414,1176,98.0,29,83.9,0,4,26.1
2024-04-25,T06,Stockton,West,9,244,155,28.2,15,86.9,0,4,14.6
2024-04-25,T07,Amarillo,South,5,120,60,10.0,12,88.3,0,4,13.9
2024-04-25,T08,Havre,North,13,277,226,56.5,9,81.3,0,4,14.8
2024-04-26,T01,Barstow,West,9,233,90,10.0,18,95.0,0,4,19.8
2024-04-26,T02,Alliance,Midwest,11,304,110,10.0,26,90.6,0,4,18.2
2024-04-26,T03,Galesburg,Midwest,12,242,177,23.6,16,89.6,0,4,19.9
2024-04-26,T04,Memphis,South,15,338,931,98.0,24,91.9,0,4,17.2
2024-04-26,T05,Kansas City,Midwest,21,560,1176,98.0,24,87.7,0,4,23.6
2024-04-26,T06,Stockton,West,6,158,55,10.0,11,92.4,0,4,16.6
2024-04-26,T07,Amarillo,South,7,167,67,11.2,20,91.1,0,4,16.7
2024-04-26,T08,Havre,North,7,153,108,27.0,7,89.4,0,4,9.4
2024-04-27,T01,Barstow,West,11,245,90,10.0,9,94.9,1,4,20.4
2024-04-27,T02,Alliance,Midwest,8,189,110,10.0,14,92.3,1,4,16.6
2024-04-27,T03,Galesburg,Midwest,13,329,229,30.5,16,86.1,1,4,19.1
2024-04-27,T04,Memphis,South,9,225,885,93.2,25,94.9,1,4,23.4
2024-04-27,T05,Kansas City,Midwest,18,410,1104,92.0,15,85.4,1,4,24.9
2024-04-27,T06,Stockton,West,11,211,55,10.0,13,89.6,1,4,16.2
2024-04-27,T07,Amarillo,South,7,156,60,10.0,11,97.4,1,4,22.2
2024-04-27,T08,Havre,North,5,114,40,10.0,11,85.4,1,4,13.3
2024-04-28,T01,Barstow,West,7,169,90,10.0,10,92.1,1,4,21.4
2024-04-28,T02,Alliance,Midwest,10,227,110,10.0,19,84.3,1,4,21.7
2024-04-28,T03,Galesburg,Midwest,9,200,75,10.0,16,81.1,1,4,22.8
2024-04-28,T04,Memphis,South,14,258,931,98.0,20,90.2,1,4,26.1
2024-04-28,T05,Kansas City,Midwest,19,376,1122,93.5,14,93.0,1,4,19.5
2024-04-28,T06,Stockton,West,7,121,55,10.0,8,92.7,1,4,18.5
2024-04-28,T07,Amarillo,South,12,236,93,15.5,8,88.2,1,4,18.1
2024-04-28,T08,Havre,North,4,94,40,10.0,11,88.9,1,4,16.1
2024-04-29,T01,Barstow,West,17,405,263,29.2,17,89.5,0,4,15.7
2024-04-29,T02,Alliance,Midwest,16,399,212,19.3,25,84.8,0,4,14.1
2024-04-29,T03,Galesburg,Midwest,14,281,90,12.0,14,84.0,0,4,26.2
2024-04-29,T04,Memphis,South,12,315,931,98.0,18,95.5,0,4,23.5
2024-04-29,T05,Kansas City,Midwest,11,282,1091,90.9,23,91.4,0,4,18.6
2024-04-29,T06,Stockton,West,11,277,187,34.0,11,86.5,0,4,15.8
2024-04-29,T07,Amarillo,South,10,223,60,10.0,14,87.2,0,4,14.7
2024-04-29,T08,Havre,North,8,157,70,17.5,10,91.2,0,4,17.0
2024-04-30,T01,Barstow,West,18,272,90,10.0,20,97.1,0,4,17.9
2024-04-30,T02,Alliance,Midwest,15,317,110,10.0,33,96.5,0,4,18.0
2024-04-30,T03,Galesburg,Midwest,14,290,75,10.0,12,88.5,0,4,25.1
2024-04-30,T04,Memphis,South,15,347,931,98.0,21,94.6,0,4,15.3
2024-04-30,T05,Kansas City,Midwest,21,344,1176,98.0,27,85.2,0,4,13.7
2024-04-30,T06,Stockton,West,4,115,55,10.0,8,93.7,0,4,24.0
2024-04-30,T07,Amarillo,South,4,111,60,10.0,11,89.4,0,4,15.8
2024-04-30,T08,Havre,North,7,151,46,11.5,8,91.5,0,4,19.9
2024-05-01,T01,Barstow,West,7,144,90,10.0,17,80.1,0,5,15.8
2024-05-01,T02,Alliance,Midwest,5,116,110,10.0,18,89.6,0,5,15.8
2024-05-01,T03,Galesburg,Midwest,12,314,75,10.0,15,82.7,0,5,21.3
2024-05-01,T04,Memphis,South,8,156,804,84.6,22,88.1,0,5,24.1
2024-05-01,T05,Kansas City,Midwest,5,124,1011,84.2,31,88.4,0,5,21.2
2024-05-01,T06,Stockton,West,12,354,260,47.3,7,88.2,0,5,12.0
2024-05-01,T07,Amarillo,South,6,117,60,10.0,8,92.6,0,5,18.8
2024-05-01,T08,Havre,North,7,168,47,11.8,5,85.3,0,5,14.1
2024-05-02,T01,Barstow,West,10,232,106,11.8,19,86.7,0,5,22.6
2024-05-02,T02,Alliance,Midwest,9,201,113,10.3,21,84.2,0,5,15.4
2024-05-02,T03,Galesburg,Midwest,13,228,75,10.0,13,82.0,0,5,26.3
2024-05-02,T04,Memphis,South,15,327,931,98.0,21,86.7,0,5,33.0
2024-05-02,T05,Kansas City,Midwest,11,222,1136,94.7,13,99.0,0,5,14.1
2024-05-02,T06,Stockton,West,10,183,76,13.8,16,84.7,0,5,28.3
2024-05-02,T07,Amarillo,South,12,203,108,18.0,9,87.9,0,5,17.2
2024-05-02,T08,Havre,North,2,53,40,10.0,7,93.4,0,5,11.5
2024-05-03,T01,Barstow,West,17,378,184,20.4,18,90.3,0,5,21.4
2024-05-03,T02,Alliance,Midwest,13,240,110,10.0,26,92.0,0,5,20.3
2024-05-03,T03,Galesburg,Midwest,15,402,186,24.8,13,86.6,0,5,22.2
2024-05-03,T04,Memphis,South,26,681,931,98.0,16,86.3,0,5,20.8
2024-05-03,T05,Kansas City,Midwest,5,132,1108,92.3,23,84.8,0,5,21.0
2024-05-03,T06,Stockton,West,10,266,122,22.2,15,85.1,0,5,18.0
2024-05-03,T07,Amarillo,South,9,190,60,10.0,10,91.4,0,5,14.0
2024-05-03,T08,Havre,North,4,76,45,11.2,11,90.4,0,5,19.0
2024-05-04,T01,Barstow,West,8,193,90,10.0,15,87.6,1,5,15.6
2024-05-04,T02,Alliance,Midwest,11,256,110,10.0,18,85.5,1,5,15.9
2024-05-04,T03,Galesburg,Midwest,9,242,75,10.0,10,91.3,1,5,36.1
2024-05-04,T04,Memphis,South,16,332,636,66.9,18,85.2,1,5,21.3
2024-05-04,T05,Kansas City,Midwest,14,259,1176,98.0,19,85.8,1,5,27.7
2024-05-04,T06,Stockton,West,6,135,55,10.0,8,85.4,1,5,15.2
2024-05-04,T07,Amarillo,South,4,79,60,10.0,13,93.6,1,5,25.3
2024-05-04,T08,Havre,North,7,156,88,22.0,6,87.9,1,5,17.7
2024-05-05,T01,Barstow,West,5,134,90,10.0,21,94.5,1,5,23.5
2024-05-05,T02,Alliance,Midwest,11,237,110,10.0,19,81.1,1,5,20.2
2024-05-05,T03,Galesburg,Midwest,12,272,75,10.0,8,86.9,1,5,17.1
2024-05-05,T04,Memphis,South,8,194,526,55.4,15,99.0,1,5,19.0
2024-05-05,T05,Kansas City,Midwest,14,290,1176,98.0,10,85.8,1,5,22.1
2024-05-05,T06,Stockton,West,9,150,55,10.0,9,84.2,1,5,15.1
2024-05-05,T07,Amarillo,South,8,133,60,10.0,11,96.2,1,5,13.1
2024-05-05,T08,Havre,North,5,110,40,10.0,5,89.6,1,5,16.1
2024-05-06,T01,Barstow,West,13,291,178,19.8,14,87.7,0,5,15.2
2024-05-06,T02,Alliance,Midwest,18,398,197,17.9,31,89.3,0,5,17.3
2024-05-06,T03,Galesburg,Midwest,8,155,75,10.0,12,92.8,0,5,15.0
2024-05-06,T04,Memphis,South,12,309,629,66.2,16,91.1,0,5,16.3
2024-05-06,T05,Kansas City,Midwest,21,504,1176,98.0,28,81.9,0,5,15.7
2024-05-06,T06,Stockton,West,8,159,55,10.0,12,99.0,0,5,11.1
2024-05-06,T07,Amarillo,South,7,164,62,10.3,21,90.5,0,5,12.3
2024-05-06,T08,Havre,North,8,167,66,16.5,10,87.1,0,5,17.6
2024-05-07,T01,Barstow,West,6,121,90,10.0,24,90.2,0,5,12.8
2024-05-07,T02,Alliance,Midwest,12,287,110,10.0,19,84.6,0,5,21.7
2024-05-07,T03,Galesburg,Midwest,8,202,75,10.0,20,91.1,0,5,14.7
2024-05-07,T04,Memphis,South,10,232,559,58.8,29,88.9,0,5,21.3
2024-05-07,T05,Kansas City,Midwest,11,269,1010,84.2,18,84.4,0,5,14.6
2024-05-07,T06,Stockton,West,4,81,55,10.0,11,96.3,0,5,16.6
2024-05-07,T07,Amarillo,South,9,164,60,10.0,17,89.1,0,5,16.6
2024-05-07,T08,Havre,North,8,198,72,18.0,8,83.0,0,5,16.6
2024-05-08,T01,Barstow,West,6,146,90,10.0,20,88.3,0,5,14.0
2024-05-08,T02,Alliance,Midwest,14,373,110,10.0,17,88.8,0,5,19.0
2024-05-08,T03,Galesburg,Midwest,9,200,75,10.0,18,93.3,0,5,19.9
2024-05-08,T04,Memphis,South,13,266,593,62.4,22,82.7,0,5,20.6
2024-05-08,T05,Kansas City,Midwest,13,270,1055,87.9,34,88.2,0,5,24.8
2024-05-08,T06,Stockton,West,7,167,107,19.5,13,92.8,0,5,18.8
2024-05-08,T07,Amarillo,South,12,215,63,10.5,14,89.3,0,5,16.2
2024-05-08,T08,Havre,North,6,171,40,10.0,6,86.5,0,5,8.6
2024-05-09,T01,Barstow,West,10,224,95,10.6,20,86.5,0,5,26.6
2024-05-09,T02,Alliance,Midwest,14,284,110,10.0,20,85.1,0,5,13.6
2024-05-09,T03,Galesburg,Midwest,10,191,75,10.0,12,97.5,0,5,17.9
2024-05-09,T04,Memphis,South,7,160,489,51.5,22,90.4,0,5,15.1
2024-05-09,T05,Kansas City,Midwest,14,303,1121,93.4,19,90.2,0,5,22.7
2024-05-09,T06,Stockton,West,13,239,141,25.6,11,88.8,0,5,10.1
2024-05-09,T07,Amarillo,South,10,247,60,10.0,14,87.4,0,5,17.8
2024-05-09,T08,Havre,North,6,137,40,10.0,15,93.6,0,5,16.0
2024-05-10,T01,Barstow,West,20,457,252,28.0,16,83.9,0,5,26.1
2024-05-10,T02,Alliance,Midwest,12,262,110,10.0,27,91.4,0,5,15.4
2024-05-10,T03,Galesburg,Midwest,12,352,172,22.9,24,97.4,0,5,20.3
2024-05-10,T04,Memphis,South,13,245,553,58.2,25,83.8,0,5,22.9
2024-05-10,T05,Kansas City,Midwest,16,408,1176,98.0,20,81.0,0,5,24.1
2024-05-10,T06,Stockton,West,6,152,55,10.0,22,86.3,0,5,21.3
2024-05-10,T07,Amarillo,South,17,449,217,36.2,23,85.1,0,5,13.3
2024-05-10,T08,Havre,North,6,116,40,10.0,5,85.8,0,5,12.8
2024-05-11,T01,Barstow,West,18,404,131,14.6,12,87.8,1,5,24.7
2024-05-11,T02,Alliance,Midwest,12,247,110,10.0,17,89.4,1,5,15.8
2024-05-11,T03,Galesburg,Midwest,8,168,75,10.0,8,92.0,1,5,21.6
2024-05-11,T04,Memphis,South,14,303,623,65.6,15,91.0,1,5,19.6
2024-05-11,T05,Kansas City,Midwest,12,308,1144,95.3,15,86.3,1,5,18.4
2024-05-11,T06,Stockton,West,1,24,55,10.0,9,86.2,1,5,20.7
2024-05-11,T07,Amarillo,South,7,210,60,10.0,13,93.5,1,5,16.6
2024-05-11,T08,Havre,North,5,87,40,10.0,7,99.0,1,5,13.3
2024-05-12,T01,Barstow,West,12,361,90,10.0,12,84.0,1,5,16.8
2024-05-12,T02,Alliance,Midwest,16,326,110,10.0,23,77.6,1,5,18.1
2024-05-12,T03,Galesburg,Midwest,9,173,75,10.0,7,87.2,1,5,21.3
2024-05-12,T04,Memphis,South,11,217,544,57.3,17,78.8,1,5,17.1
2024-05-12,T05,Kansas City,Midwest,10,216,1116,93.0,17,85.9,1,5,21.0
2024-05-12,T06,Stockton,West,9,230,206,37.5,10,86.3,1,5,13.2
2024-05-12,T07,Amarillo,South,8,140,60,10.0,11,87.1,1,5,12.3
2024-05-12,T08,Havre,North,7,150,84,21.0,13,84.5,1,5,18.2
2024-05-13,T01,Barstow,West,12,199,90,10.0,22,92.7,0,5,12.7
2024-05-13,T02,Alliance,Midwest,13,274,110,10.0,18,90.0,0,5,17.3
2024-05-13,T03,Galesburg,Midwest,9,220,75,10.0,14,88.7,0,5,18.8
2024-05-13,T04,Memphis,South,12,275,611,64.3,30,93.8,0,5,18.6
2024-05-13,T05,Kansas City,Midwest,17,354,1176,98.0,27,83.2,0,5,17.5
2024-05-13,T06,Stockton,West,7,144,101,18.4,16,85.7,0,5,18.3
2024-05-13,T07,Amarillo,South,10,234,113,18.8,20,82.4,0,5,14.5
2024-05-13,T08,Havre,North,5,122,40,10.0,4,91.7,0,5,15.5
2024-05-14,T01,Barstow,West,10,222,90,10.0,29,91.2,0,5,18.7
2024-05-14,T02,Alliance,Midwest,12,267,110,10.0,25,87.3,0,5,16.4
2024-05-14,T03,Galesburg,Midwest,11,258,75,10.0,17,94.3,0,5,18.1
2024-05-14,T04,Memphis,South,15,289,630,66.3,22,86.4,0,5,21.4
2024-05-14,T05,Kansas City,Midwest,10,186,1087,90.6,22,93.3,0,5,20.9
2024-05-14,T06,Stockton,West,9,213,116,21.1,10,90.3,0,5,13.3
2024-05-14,T07,Amarillo,South,4,72,60,10.0,9,90.6,0,5,16.1
2024-05-14,T08,Havre,North,6,126,40,10.0,8,82.3,0,5,12.6
2024-05-15,T01,Barstow,West,14,327,125,13.9,24,91.9,0,5,20.0
2024-05-15,T02,Alliance,Midwest,10,246,110,10.0,21,94.4,0,5,16.1
2024-05-15,T03,Galesburg,Midwest,5,140,75,10.0,11,85.8,0,5,17.0
2024-05-15,T04,Memphis,South,11,257,610,64.2,27,81.7,0,5,19.7
2024-05-15,T05,Kansas City,Midwest,16,375,1176,98.0,23,84.6,0,5,23.0
2024-05-15,T06,Stockton,West,3,58,55,10.0,13,90.6,0,5,23.3
2024-05-15,T07,Amarillo,South,10,224,169,28.2,16,88.5,0,5,13.4
2024-05-15,T08,Havre,North,8,180,69,17.2,14,88.5,0,5,13.4
2024-05-16,T01,Barstow,West,9,189,90,10.0,17,84.5,0,5,14.4
2024-05-16,T02,Alliance,Midwest,9,214,110,10.0,19,90.6,0,5,17.1
2024-05-16,T03,Galesburg,Midwest,11,247,113,15.1,19,93.9,0,5,20.1
2024-05-16,T04,Memphis,South,10,265,624,65.7,18,88.3,0,5,22.1
2024-05-16,T05,Kansas City,Midwest,19,477,1176,98.0,23,81.3,0,5,21.7
2024-05-16,T06,Stockton,West,13,319,275,50.0,9,89.1,0,5,20.6
2024-05-16,T07,Amarillo,South,7,152,73,12.2,14,92.8,0,5,24.6
2024-05-16,T08,Havre,North,4,110,40,10.0,11,81.8,0,5,8.4
2024-05-17,T01,Barstow,West,8,208,90,10.0,26,82.0,0,5,17.9
2024-05-17,T02,Alliance,Midwest,15,295,113,10.3,20,91.3,0,5,22.2
2024-05-17,T03,Galesburg,Midwest,8,180,75,10.0,15,88.2,0,5,25.5
2024-05-17,T04,Memphis,South,12,320,679,71.5,20,87.9,0,5,21.2
2024-05-17,T05,Kansas City,Midwest,12,277,1067,88.9,19,92.1,0,5,26.2
2024-05-17,T06,Stockton,West,12,261,220,40.0,6,87.6,0,5,17.0
2024-05-17,T07,Amarillo,South,10,158,60,10.0,12,88.1,0,5,18.9
2024-05-17,T08,Havre,North,3,71,40,10.0,14,92.9,0,5,15.6
2024-05-18,T01,Barstow,West,11,284,100,11.1,18,87.9,1,5,15.1
2024-05-18,T02,Alliance,Midwest,13,348,110,10.0,9,84.9,1,5,15.2
2024-05-18,T03,Galesburg,Midwest,7,172,75,10.0,4,89.9,1,5,20.8
2024-05-18,T04,Memphis,South,7,135,502,52.8,12,89.4,1,5,22.8
2024-05-18,T05,Kansas City,Midwest,16,318,1148,95.7,9,93.2,1,5,22.4
2024-05-18,T06,Stockton,West,7,155,106,19.3,12,81.7,1,5,14.5
2024-05-18,T07,Amarillo,South,8,190,60,10.0,8,86.5,1,5,13.4
2024-05-18,T08,Havre,North,6,131,64,16.0,10,88.1,1,5,13.4
2024-05-19,T01,Barstow,West,5,116,90,10.0,12,99.0,1,5,14.2
2024-05-19,T02,Alliance,Midwest,10,257,110,10.0,25,85.4,1,5,16.3
2024-05-19,T03,Galesburg,Midwest,10,242,83,11.1,15,85.0,1,5,14.2
2024-05-19,T04,Memphis,South,11,232,578,60.8,14,94.2,1,5,17.9
2024-05-19,T05,Kansas City,Midwest,16,448,1176,98.0,25,88.0,1,5,20.2
2024-05-19,T06,Stockton,West,9,202,126,22.9,14,86.9,1,5,14.7
2024-05-19,T07,Amarillo,South,6,133,60,10.0,15,86.7,1,5,15.8
2024-05-19,T08,Havre,North,2,35,40,10.0,6,94.2,1,5,15.7
2024-05-20,T01,Barstow,West,10,225,122,13.6,23,93.7,0,5,20.3
2024-05-20,T02,Alliance,Midwest,14,282,110,10.0,23,88.3,0,5,19.7
2024-05-20,T03,Galesburg,Midwest,5,122,75,10.0,18,84.3,0,5,16.5
2024-05-20,T04,Memphis,South,14,359,710,74.7,30,88.9,0,5,14.8
2024-05-20,T05,Kansas City,Midwest,18,294,1106,92.2,18,84.6,0,5,18.9
2024-05-20,T06,Stockton,West,12,207,92,16.7,14,89.1,0,5,18.3
2024-05-20,T07,Amarillo,South,4,96,60,10.0,9,87.2,0,5,22.1
2024-05-20,T08,Havre,North,6,144,120,30.0,8,82.9,0,5,15.8
2024-05-21,T01,Barstow,West,13,299,141,15.7,17,85.6,0,5,24.5
2024-05-21,T02,Alliance,Midwest,14,371,110,10.0,15,86.1,0,5,18.4
2024-05-21,T03,Galesburg,Midwest,12,293,203,27.1,21,86.5,0,5,23.6
2024-05-21,T04,Memphis,South,13,327,692,72.8,30,90.9,0,5,19.8
2024-05-21,T05,Kansas City,Midwest,12,304,1165,97.1,28,87.2,0,5,19.8
2024-05-21,T06,Stockton,West,8,209,62,11.3,7,88.6,0,5,17.1
2024-05-21,T07,Amarillo,South,12,221,158,26.3,7,84.4,0,5,22.4
2024-05-21,T08,Havre,North,7,163,122,30.5,11,88.0,0,5,13.3
2024-05-22,T01,Barstow,West,15,345,128,14.2,12,89.0,0,5,18.1
2024-05-22,T02,Alliance,Midwest,15,358,110,10.0,18,93.0,0,5,22.2
2024-05-22,T03,Galesburg,Midwest,14,338,207,27.6,9,92.3,0,5,19.6
2024-05-22,T04,Memphis,South,15,318,696,73.3,24,86.8,0,5,17.0
2024-05-22,T05,Kansas City,Midwest,12,280,1176,98.0,24,85.9,0,5,22.6
2024-05-22,T06,Stockton,West,13,296,120,21.8,12,83.8,0,5,13.5
2024-05-22,T07,Amarillo,South,12,343,250,41.7,11,81.2,0,5,18.4
2024-05-22,T08,Havre,North,6,145,91,22.8,6,90.1,0,5,12.4
2024-05-23,T01,Barstow,West,12,277,90,10.0,27,90.9,0,5,25.0
2024-05-23,T02,Alliance,Midwest,22,493,171,15.5,23,85.8,0,5,17.6
2024-05-23,T03,Galesburg,Midwest,7,157,75,10.0,9,86.4,0,5,28.5
2024-05-23,T04,Memphis,South,12,259,659,69.4,22,90.1,0,5,23.2
2024-05-23,T05,Kansas City,Midwest,12,289,1176,98.0,19,88.3,0,5,23.5
2024-05-23,T06,Stockton,West,5,130,55,10.0,11,86.9,0,5,11.2
2024-05-23,T07,Amarillo,South,5,115,60,10.0,7,80.6,0,5,13.9
2024-05-23,T08,Havre,North,5,90,40,10.0,10,91.3,0,5,18.1
2024-05-24,T01,Barstow,West,19,433,184,20.4,14,80.9,0,5,17.9
2024-05-24,T02,Alliance,Midwest,13,311,110,10.0,20,83.2,0,5,19.1
2024-05-24,T03,Galesburg,Midwest,15,392,237,31.6,11,92.9,0,5,23.9
2024-05-24,T04,Memphis,South,10,233,646,68.0,12,83.4,0,5,18.0
2024-05-24,T05,Kansas City,Midwest,17,345,1176,98.0,17,90.8,0,5,18.1
2024-05-24,T06,Stockton,West,5,129,55,10.0,15,86.2,0,5,14.4
2024-05-24,T07,Amarillo,South,5,116,60,10.0,10,92.6,0,5,22.8
2024-05-24,T08,Havre,North,6,129,53,13.2,2,84.5,0,5,14.0
2024-05-25,T01,Barstow,West,12,289,90,10.0,16,93.4,1,5,14.9
2024-05-25,T02,Alliance,Midwest,9,205,110,10.0,15,85.8,1,5,18.2
2024-05-25,T03,Galesburg,Midwest,13,293,94,12.5,10,85.3,1,5,16.6
2024-05-25,T04,Memphis,South,6,105,530,55.8,18,91.0,1,5,19.0
2024-05-25,T05,Kansas City,Midwest,8,178,1067,88.9,14,89.3,1,5,18.5
2024-05-25,T06,Stockton,West,9,181,55,10.0,12,81.3,1,5,13.1
2024-05-25,T07,Amarillo,South,9,237,145,24.2,9,88.3,1,5,9.7
2024-05-25,T08,Havre,North,4,94,40,10.0,7,89.4,1,5,13.5
2024-05-26,T01,Barstow,West,4,102,90,10.0,21,89.2,1,5,17.8
2024-05-26,T02,Alliance,Midwest,12,294,118,10.7,19,92.1,1,5,21.0
2024-05-26,T03,Galesburg,Midwest,4,104,75,10.0,13,85.5,1,5,23.1
2024-05-26,T04,Memphis,South,9,222,627,66.0,20,85.7,1,5,18.5
2024-05-26,T05,Kansas City,Midwest,9,212,1158,96.5,19,89.1,1,5,20.7
2024-05-26,T06,Stockton,West,5,108,55,10.0,13,89.1,1,5,14.4
2024-05-26,T07,Amarillo,South,7,155,60,10.0,20,97.1,1,5,14.7
2024-05-26,T08,Havre,North,6,104,40,10.0,9,86.6,1,5,12.6
2024-05-27,T01,Barstow,West,13,255,171,19.0,20,87.9,0,5,23.4
2024-05-27,T02,Alliance,Midwest,15,351,110,10.0,24,87.0,0,5,17.0
2024-05-27,T03,Galesburg,Midwest,15,417,314,41.9,17,87.2,0,5,17.1
2024-05-27,T04,Memphis,South,13,342,748,78.7,27,92.9,0,5,17.6
2024-05-27,T05,Kansas City,Midwest,16,359,1176,98.0,26,85.8,0,5,19.7
2024-05-27,T06,Stockton,West,11,196,105,19.1,17,90.8,0,5,17.1
2024-05-27,T07,Amarillo,South,11,215,64,10.7,15,81.9,0,5,12.7
2024-05-27,T08,Havre,North,5,110,40,10.0,12,89.3,0,5,14.9
2024-05-28,T01,Barstow,West,18,363,209,23.2,20,87.2,0,5,19.9
2024-05-28,T02,Alliance,Midwest,13,284,110,10.0,24,87.5,0,5,17.0
2024-05-28,T03,Galesburg,Midwest,6,130,75,10.0,14,92.2,0,5,23.4
2024-05-28,T04,Memphis,South,12,263,699,73.6,23,88.7,0,5,22.9
2024-05-28,T05,Kansas City,Midwest,7,121,1018,84.8,16,92.6,0,5,34.7
2024-05-28,T06,Stockton,West,5,131,55,10.0,11,86.9,0,5,19.5
2024-05-28,T07,Amarillo,South,5,127,60,10.0,20,97.0,0,5,18.1
2024-05-28,T08,Havre,North,8,199,112,28.0,12,79.7,0,5,19.4
2024-05-29,T01,Barstow,West,12,217,90,10.0,17,93.3,0,5,20.5
2024-05-29,T02,Alliance,Midwest,14,235,110,10.0,23,93.0,0,5,17.9
2024-05-29,T03,Galesburg,Midwest,10,308,213,28.4,17,88.2,0,5,17.3
2024-05-29,T04,Memphis,South,7,132,591,62.2,17,92.3,0,5,22.7
2024-05-29,T05,Kansas City,Midwest,13,361,1176,98.0,24,89.3,0,5,22.2
2024-05-29,T06,Stockton,West,11,258,144,26.2,11,81.7,0,5,16.8
2024-05-29,T07,Amarillo,South,8,174,72,12.0,10,87.8,0,5,16.5
2024-05-29,T08,Havre,North,11,217,113,28.2,9,91.9,0,5,7.5
2024-05-30,T01,Barstow,West,10,259,90,10.0,18,85.2,0,5,20.0
2024-05-30,T02,Alliance,Midwest,10,244,110,10.0,13,85.1,0,5,14.4
